"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
3143,0,0.252514,4268,1905,1997,1300,0.252514,40,1,5,3144,4269,1997,1905,1300,0.252514,40,1,5,0.378771,0.378771,0.378771,0.379176,0,3143,1.8,83.4000,85.2000,0.378771,0.379176,0.379176,0.00138462,0.0641538,0.0641538,0.454525,21.0597,21.5142,0.0113631,0.527055,0.538418,40.0000,39.9573,0.378771,0.379176,0.379176,1.8,83.4000,1.8,83.4000,85.2000
3145,1,0.194481,4272,271,1998,1300,0.194481,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.291721,0.291801,,,1,3145,39.0000,,39.0000,0.291801,,0.291801,0.03,,0.03,7.58476,,7.58476,0.189671,,0.189671,39.9891,,0.291801,,0.291801,39.0000,,39.0000,,39.0000
3146,0,0.148546,4273,1999,2000,1300,0.148546,40,1,5,3147,4274,2000,1999,1300,0.148546,40,1,5,0.222819,0.226926,0.222819,0.22795,0,3146,405.6000,459.0000,864.6000,0.226926,0.22795,0.22795,0.312,0.353077,0.353077,60.2503,68.1826,128.4329,1.53402,1.74382,3.27784,39.2761,39.0996,0.226926,0.22795,0.22795,405.6000,459.0000,405.6000,459.0000,864.6000
3148,0,0.099984,4275,843,2001,1300,0.099984,40,1,5,3149,4276,2001,843,1300,0.099984,40,1,5,0.149976,0.149987,0.149976,0.150086,0,3148,18.6000,67.5817,86.1817,0.149987,0.150086,0.150086,0.0143077,0.0519859,0.0519859,1.8597,6.75709,8.61679,0.0464959,0.169051,0.215547,39.9971,39.9707,0.149987,0.150086,0.150086,18.6000,67.5817,18.6000,67.5817,86.1817
3150,0,0.260762,4279,1999,2002,1300,0.260762,40,1,5,3151,4280,2002,1999,1300,0.260762,40,1,5,0.391143,0.40015,0.391143,0.398353,0,3150,459.0000,405.6000,864.6000,0.40015,0.398353,0.40015,0.353077,0.312,0.353077,119.6898,105.7651,225.4548,3.06115,2.69286,5.75401,39.0996,39.2761,0.40015,0.398353,0.40015,459.0000,405.6000,459.0000,405.6000,864.6000
3152,0,0.11058,4285,2003,2004,1300,0.11058,40,1,4,3153,4286,2004,2003,1300,0.11058,40,1,4,0.16587,0.168938,0.16587,0.165871,0,3152,406.4218,3.6,410.0218,0.168938,0.165871,0.168938,0.312632,0.00276923,0.312632,44.9421,0.398088,45.3402,1.14434,0.00995224,1.15429,39.2735,39.9998,0.168938,0.165871,0.168938,406.4218,3.6,406.4218,3.6,410.0218
3154,0,0.200594,4287,2003,1878,1300,0.200594,40,1,4,3155,4288,1878,2003,1300,0.200594,40,1,4,0.300891,0.301134,0.300891,0.313038,0,3154,71.4000,627.0000,698.4000,0.301134,0.313038,0.313038,0.0549231,0.482308,0.482308,14.3224,125.7724,140.0948,0.35835,3.27125,3.6296,39.9677,38.4478,0.301134,0.313038,0.313038,71.4000,627.0000,71.4000,627.0000,698.4000
3156,0,0.12116,4289,2003,146,1300,0.12116,40,1,4,3157,4290,146,2003,1300,0.12116,40,1,4,0.18174,0.184056,0.18174,0.182587,0,3156,330.3782,189.0000,519.3782,0.184056,0.182587,0.184056,0.254137,0.145385,0.254137,40.0286,22.8992,62.9279,1.01347,0.57515,1.58862,39.4968,39.8144,0.184056,0.182587,0.184056,330.3782,189.0000,330.3782,189.0000,519.3782
3158,0,0.123209,4291,2003,2005,1300,0.123209,40,1,4,3159,4292,2005,2003,1300,0.123209,40,1,4,0.184813,0.186144,0.184813,0.186033,0,3158,240.6000,229.2000,469.8000,0.186144,0.186033,0.186144,0.185077,0.176308,0.185077,29.6441,28.2395,57.8836,0.746438,0.710645,1.45708,39.7141,39.7378,0.186144,0.186033,0.186144,240.6000,229.2000,240.6000,229.2000,469.8000
3160,0,0.190133,4293,2006,2007,1300,0.190133,40,1,4,3161,4294,2007,2006,1300,0.190133,40,1,4,0.285199,0.285199,0.285199,0.285199,0,3160,0.0000,0.0000,0.0000,0.285199,0.285199,0.285199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.285199,0.285199,0.285199,0.0000,0.0000,0.0000,0.0000,0.0000
3162,0,0.206519,4295,2006,1998,1300,0.206519,40,1,4,3163,4296,1998,2006,1300,0.206519,40,1,4,0.309779,0.309779,0.309779,0.309779,0,3162,0.0000,0.0000,0.0000,0.309779,0.309779,0.309779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.309779,0.309779,0.309779,0.0000,0.0000,0.0000,0.0000,0.0000
3164,0,0.102332,4297,2008,440,1300,0.102332,40,1,4,3165,4298,440,2008,1300,0.102332,40,1,4,0.153498,0.153602,0.153498,0.155504,0,3164,64.8000,335.0745,399.8745,0.153602,0.155504,0.155504,0.0498462,0.25775,0.25775,6.63111,34.2888,40.9200,0.16589,0.868424,1.03431,39.9729,39.4840,0.153602,0.155504,0.155504,64.8000,335.0745,64.8000,335.0745,399.8745
3166,0,0.0980712,4299,2008,2009,1300,0.098071,40,1,4,3167,4300,2009,2008,1300,0.098071,40,1,4,0.147107,0.149029,0.147107,0.147206,0,3166,335.0745,64.8000,399.8745,0.149029,0.147206,0.149029,0.25775,0.0498462,0.25775,32.8611,6.355,39.2161,0.832264,0.158983,0.991247,39.4840,39.9729,0.149029,0.147206,0.149029,335.0745,64.8000,335.0745,64.8000,399.8745
3168,0,0.10077,4301,2001,2010,1300,0.10077,40,1,5,3169,4302,2010,2001,1300,0.10077,40,1,5,0.151155,0.151166,0.151155,0.151266,0,3168,18.6000,67.5817,86.1817,0.151166,0.151266,0.151266,0.0143077,0.0519859,0.0519859,1.87432,6.8102,8.68453,0.0468614,0.17038,0.217241,39.9971,39.9707,0.151166,0.151266,0.151266,18.6000,67.5817,18.6000,67.5817,86.1817
3170,0,0.102888,4305,2011,17,1300,0.102888,40,1,4,3171,4306,17,2011,1300,0.102888,40,1,4,0.154332,0.162434,0.154332,0.154636,0,3170,725.4865,117.0378,842.5243,0.162434,0.154636,0.162434,0.558067,0.0900291,0.558067,74.6439,12.0418,86.6856,1.96406,0.301637,2.2657,38.0049,39.9214,0.162434,0.154636,0.162434,725.4865,117.0378,725.4865,117.0378,842.5243
3172,0,0.0994015,4307,1075,2012,1300,0.099401,40,1,5,3173,4308,2012,1075,1300,0.099401,40,1,5,0.149101,0.149172,0.149101,0.149143,0,3172,52.8000,39.4851,92.2851,0.149172,0.149143,0.149172,0.0406154,0.0303731,0.0406154,5.24837,3.92485,9.17323,0.131271,0.0981486,0.22942,39.9812,39.9889,0.149172,0.149143,0.149172,52.8000,39.4851,52.8000,39.4851,92.2851
3174,0,0.102176,4311,2011,2013,1300,0.102176,40,1,4,3175,4312,2013,2011,1300,0.102176,40,1,4,0.153264,0.153566,0.153264,0.16131,0,3174,117.0378,725.4865,842.5243,0.153566,0.16131,0.16131,0.0900291,0.558067,0.558067,11.9585,74.1273,86.0858,0.29955,1.95047,2.25002,39.9214,38.0049,0.153566,0.16131,0.16131,117.0378,725.4865,117.0378,725.4865,842.5243
3176,0,0.12169,4315,1947,2014,1300,0.12169,40,1,5,3177,4316,2014,1947,1300,0.12169,40,1,5,0.182535,0.183142,0.182535,0.184462,0,3176,156.6000,297.6000,454.2000,0.183142,0.184462,0.184462,0.120462,0.228923,0.228923,19.0567,36.2149,55.2716,0.478,0.914931,1.39293,39.8675,39.5821,0.183142,0.184462,0.184462,156.6000,297.6000,156.6000,297.6000,454.2000
3178,0,0.0905643,4317,2015,2016,1300,0.090564,40,1,5,3179,4318,2016,2015,1300,0.090564,40,1,5,0.135846,0.135858,0.135846,0.135926,0,3178,20.4000,59.9125,80.3125,0.135858,0.135926,0.135926,0.0156923,0.0460866,0.0460866,1.84751,5.42592,7.27343,0.0461916,0.135728,0.18192,39.9966,39.9764,0.135858,0.135926,0.135926,20.4000,59.9125,20.4000,59.9125,80.3125
3180,0,0.114695,4319,2015,903,1300,0.114695,40,1,5,3181,4320,903,2015,1300,0.114695,40,1,5,0.172043,0.172144,0.172043,0.172057,0,3180,59.9125,20.4000,80.3125,0.172144,0.172057,0.172144,0.0460866,0.0156923,0.0460866,6.87167,2.33978,9.21145,0.171893,0.0584994,0.230392,39.9764,39.9966,0.172144,0.172057,0.172144,59.9125,20.4000,59.9125,20.4000,80.3125
3182,0,0.068015,4321,2017,2018,1300,0.068015,40,1,5,3183,4322,2018,2017,1300,0.068015,40,1,5,0.102023,0.102022,0.102023,0.102022,0,3182,0.0000,0.0000,0.0000,0.102022,0.102022,0.102022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.102022,0.102022,0.102022,0.0000,0.0000,0.0000,0.0000,0.0000
3184,0,0.0875715,4323,2017,621,1300,0.087572,40,1,5,3185,4324,621,2017,1300,0.087572,40,1,5,0.131358,0.131358,0.131358,0.131358,0,3184,0.0000,0.0000,0.0000,0.131358,0.131358,0.131358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.131358,0.131358,0.131358,0.0000,0.0000,0.0000,0.0000,0.0000
3186,0,0.100619,4325,1964,2019,1300,0.100619,40,1,5,3187,4326,2019,1964,1300,0.100619,40,1,5,0.150928,0.151007,0.150928,0.150936,0,3186,55.8000,15.0000,70.8000,0.151007,0.150936,0.151007,0.0429231,0.0115385,0.0429231,5.61454,1.50929,7.12383,0.140436,0.037734,0.17817,39.9793,39.9981,0.151007,0.150936,0.151007,55.8000,15.0000,55.8000,15.0000,70.8000
3188,0,0.202049,4329,1584,2020,1300,0.202049,40,1,5,3189,4330,2020,1584,1300,0.202049,40,1,5,0.303073,0.303114,0.303073,0.303135,0,3188,26.4000,33.0000,59.4000,0.303114,0.303135,0.303135,0.0203077,0.0253846,0.0253846,5.33409,6.66762,12.0017,0.13337,0.166724,0.300094,39.9946,39.9919,0.303114,0.303135,0.303135,26.4000,33.0000,26.4000,33.0000,59.4000
3190,1,0.139254,4333,440,1100,1300,0.139254,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.208881,0.209925,,,1,3190,196.4590,,196.4590,0.209925,,0.209925,0.151122,,0.151122,27.3577,,27.3577,0.687362,,0.687362,39.8010,,0.209925,,0.209925,196.4590,,196.4590,,196.4590
3191,0,0.100517,4336,440,2021,1300,0.100517,40,1,4,3192,4337,2021,440,1300,0.100517,40,1,4,0.150776,0.151229,0.150776,0.151411,0,3191,148.2000,178.7395,326.9395,0.151229,0.151411,0.151411,0.114,0.137492,0.137492,14.8966,17.9664,32.8630,0.373536,0.451053,0.824589,39.8800,39.8320,0.151229,0.151411,0.151411,148.2000,178.7395,148.2000,178.7395,326.9395
3193,0,0.30245,4340,1758,2022,1300,0.30245,40,1,5,3194,4341,2022,1758,1300,0.30245,40,1,5,0.453675,0.474133,0.453675,0.453863,0,3193,666.7371,49.2000,715.9371,0.474133,0.453863,0.474133,0.512875,0.0378462,0.512875,201.6546,14.8805,216.5352,5.2687,0.372167,5.64086,38.2741,39.9835,0.474133,0.453863,0.474133,666.7371,49.2000,666.7371,49.2000,715.9371
3195,0,0.0441315,4342,2023,2024,1300,0.044131,40,1,5,3196,4343,2024,2023,1300,0.044131,40,1,5,0.0661965,0.0673588,0.0661965,0.0676959,0,3195,394.8000,454.8000,849.6000,0.0673588,0.0676959,0.0676959,0.303692,0.349846,0.349846,17.4229,20.0708,37.4937,0.443221,0.513135,0.956355,39.3098,39.1141,0.0673588,0.0676959,0.0676959,394.8000,454.8000,394.8000,454.8000,849.6000
3197,1,0.116564,4344,2023,2025,1300,0.116564,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.174846,0.178806,,,1,3197,454.8000,,454.8000,0.178806,,0.178806,0.349846,,0.349846,53.0133,,53.0133,1.35535,,1.35535,39.1141,,0.178806,,0.178806,454.8000,,454.8000,,454.8000
3198,0,0.102487,4347,908,2026,1300,0.102487,40,1,4,3199,4348,2026,908,1300,0.102487,40,1,4,0.15373,0.15929,0.15373,0.15402,0,3198,589.7886,114.2506,704.0392,0.15929,0.15402,0.15929,0.453684,0.0878851,0.453684,60.4457,11.7092,72.1549,1.56579,0.293282,1.85907,38.6040,39.9248,0.15929,0.15402,0.15929,589.7886,114.2506,589.7886,114.2506,704.0392
3200,0,0.0864408,4349,2027,2028,1300,0.086441,40,1,5,3201,4350,2028,2027,1300,0.086441,40,1,5,0.129662,0.148538,0.129662,0.130283,0,3200,1278.6000,192.0000,1470.6000,0.148538,0.130283,0.148538,0.983538,0.147692,0.983538,110.5235,16.5967,127.1201,3.16535,0.416907,3.58226,34.9167,39.8091,0.148538,0.130283,0.148538,1278.6000,192.0000,1278.6000,192.0000,1470.6000
3202,0,0.10025,4351,2027,447,1300,0.10025,40,1,5,3203,4352,447,2027,1300,0.10025,40,1,5,0.150375,0.151096,0.150375,0.172267,0,3202,192.0000,1278.6000,1470.6000,0.151096,0.172267,0.172267,0.147692,0.983538,0.983538,19.2480,128.1796,147.4276,0.483508,3.67102,4.15452,39.8091,34.9167,0.151096,0.172267,0.172267,192.0000,1278.6000,192.0000,1278.6000,1470.6000
3204,0,0.102254,4353,2013,2029,1300,0.102254,40,1,4,3205,4354,2029,2013,1300,0.102254,40,1,4,0.153381,0.153683,0.153381,0.161433,0,3204,117.0378,725.4865,842.5243,0.153683,0.161433,0.161433,0.0900291,0.558067,0.558067,11.9676,74.1839,86.1515,0.299778,1.95196,2.25173,39.9214,38.0049,0.153683,0.161433,0.161433,117.0378,725.4865,117.0378,725.4865,842.5243
3206,1,0.100529,4357,2030,1172,1300,0.100529,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.150793,0.151247,,,1,3206,148.2000,,148.2000,0.151247,,0.151247,0.114,,0.114,14.8984,,14.8984,0.373581,,0.373581,39.8800,,0.151247,,0.151247,148.2000,,148.2000,,148.2000
3207,0,0.628461,4358,2031,2032,1300,0.628461,40,1,5,3208,4359,2032,2031,1300,0.628461,40,1,5,0.942692,0.942692,0.942692,0.942692,0,3207,0.0000,0.0000,0.0000,0.942692,0.942692,0.942692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.942692,0.942692,0.942692,0.0000,0.0000,0.0000,0.0000,0.0000
3209,1,0.271501,4360,2031,2033,1300,0.271501,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.407251,0.408082,,,1,3209,119.4000,,119.4000,0.408082,,0.408082,0.0918462,,0.0918462,32.4172,,32.4172,0.812084,,0.812084,39.9186,,0.408082,,0.408082,119.4000,,119.4000,,119.4000
3210,0,0.0331372,4369,2034,2035,1300,0.033137,40,1,4,3211,4370,2035,2034,1300,0.033137,40,1,4,0.0497055,0.0497056,0.0497055,0.049706,0,3210,2.4,6,8.4,0.0497056,0.049706,0.049706,0.00184615,0.00461538,0.00461538,0.0795288,0.198822,0.278351,0.00198822,0.0049706,0.00695882,39.9999,39.9996,0.0497056,0.049706,0.049706,2.4,6,2.4,6,8.4
3212,1,0.134949,4371,2036,2037,1300,0.134949,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.202424,0.202621,,,1,3212,79.2000,,79.2000,0.202621,,0.202621,0.0609231,,0.0609231,10.6880,,10.6880,0.267459,,0.267459,39.9611,,0.202621,,0.202621,79.2000,,79.2000,,79.2000
3213,0,0.110853,4372,2034,500,1300,0.110853,40,1,4,3214,4373,500,2034,1300,0.110853,40,1,4,0.166279,0.166281,0.166279,0.16628,0,3213,6,2.4,8.4,0.166281,0.16628,0.166281,0.00461538,0.00184615,0.00461538,0.665118,0.266047,0.931165,0.0166281,0.00665119,0.0232793,39.9996,39.9999,0.166281,0.16628,0.166281,6,2.4,6,2.4,8.4
3215,0,0.0998908,4374,1887,1238,1300,0.099891,40,1,5,3216,4375,1238,1887,1300,0.099891,40,1,5,0.149836,0.164109,0.149836,0.15107,0,3215,1010.1342,259.2000,1269.3342,0.164109,0.15107,0.164109,0.777026,0.199385,0.777026,100.9033,25.8917,126.7951,2.76286,0.652623,3.41549,36.5213,39.6734,0.164109,0.15107,0.164109,1010.1342,259.2000,1010.1342,259.2000,1269.3342
3217,0,0.101249,4378,1460,2038,1300,0.101249,40,1,5,3218,4379,2038,1460,1300,0.101249,40,1,5,0.151874,0.151874,0.151874,0.151874,0,3217,1.8,4.8,6.6,0.151874,0.151874,0.151874,0.00138462,0.00369231,0.00369231,0.182248,0.485995,0.668243,0.00455621,0.01215,0.0167062,40.0000,39.9997,0.151874,0.151874,0.151874,1.8,4.8,1.8,4.8,6.6
3219,0,0.201387,4384,2039,2040,1300,0.201387,40,1,5,3220,4385,2040,2039,1300,0.201387,40,1,5,0.302081,0.309654,0.302081,0.302118,0,3219,481.2000,25.2000,506.4000,0.309654,0.302118,0.309654,0.370154,0.0193846,0.370154,96.9074,5.07495,101.9824,2.48343,0.12689,2.61032,39.0217,39.9950,0.309654,0.302118,0.309654,481.2000,25.2000,481.2000,25.2000,506.4000
3221,0,0.188387,4386,2039,2041,1300,0.188387,40,1,5,3222,4387,2041,2039,1300,0.188387,40,1,5,0.282581,0.282616,0.282581,0.289665,0,3221,25.2000,481.2000,506.4000,0.282616,0.289665,0.289665,0.0193846,0.370154,0.370154,4.74735,90.6518,95.3992,0.118699,2.32311,2.44181,39.9950,39.0217,0.282616,0.289665,0.289665,25.2000,481.2000,25.2000,481.2000,506.4000
3223,1,0.201208,4388,1582,1621,1300,0.201208,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.301812,0.301856,,,1,3223,27.6000,,27.6000,0.301856,,0.301856,0.0212308,,0.0212308,5.55334,,5.55334,0.138854,,0.138854,39.9942,,0.301856,,0.301856,27.6000,,27.6000,,27.6000
3224,0,0.108329,4393,1631,2042,1300,0.108329,40,1,5,3225,4394,2042,1631,1300,0.108329,40,1,5,0.162493,0.16644,0.162493,0.162633,0,3224,472.8000,73.8000,546.6000,0.16644,0.162633,0.16644,0.363692,0.0567692,0.363692,51.2180,7.99468,59.2126,1.31155,0.200038,1.51159,39.0515,39.9657,0.16644,0.162633,0.16644,472.8000,73.8000,472.8000,73.8000,546.6000
3226,0,0.200703,4397,2043,282,1300,0.200703,40,1,5,3227,4398,282,2043,1300,0.200703,40,1,5,0.301055,0.301055,0.301055,0.305175,0,3226,0.0000,343.8000,343.8000,0.301055,0.305175,0.305175,0.0000,0.264462,0.264462,0.0000,69.0017,69.0017,0.0000,1.74865,1.74865,40.0000,39.4599,0.301055,0.305175,0.305175,0.0000,343.8000,0.0000,343.8000,343.8000
3228,0,0.200813,4399,2043,2044,1300,0.200813,40,1,5,3229,4400,2044,2043,1300,0.200813,40,1,5,0.301219,0.305343,0.301219,0.301219,0,3228,343.8000,0.0000,343.8000,0.305343,0.301219,0.305343,0.264462,0.0000,0.264462,69.0395,0.0000,69.0395,1.74961,0.0000,1.74961,39.4599,40.0000,0.305343,0.301219,0.305343,343.8000,0.0000,343.8000,0.0000,343.8000
3230,0,0.200036,4401,1571,2045,1300,0.200036,40,1,5,3231,4402,2045,1571,1300,0.200036,40,1,5,0.300054,0.300067,0.300054,0.302342,0,3230,13.8000,248.4000,262.2000,0.300067,0.302342,0.302342,0.0106154,0.191077,0.191077,2.7605,49.6889,52.4494,0.0690153,1.2517,1.32071,39.9983,39.6973,0.300067,0.302342,0.302342,13.8000,248.4000,13.8000,248.4000,262.2000
3232,0,0.204029,4405,2016,2046,1300,0.204029,40,1,5,3233,4406,2046,2016,1300,0.204029,40,1,5,0.306043,0.306069,0.306043,0.306224,0,3232,20.4000,59.9125,80.3125,0.306069,0.306224,0.306224,0.0156923,0.0460866,0.0460866,4.16219,12.2239,16.3861,0.104064,0.305778,0.409841,39.9966,39.9764,0.306069,0.306224,0.306224,20.4000,59.9125,20.4000,59.9125,80.3125
3234,0,0.103066,4409,2047,2048,1300,0.103066,40,1,4,3235,4410,2048,2047,1300,0.103066,40,1,4,0.154599,0.155835,0.154599,0.154918,0,3234,255.0000,120.2048,375.2048,0.155835,0.154918,0.155835,0.196154,0.0924652,0.196154,26.2818,12.3890,38.6709,0.662298,0.310365,0.972663,39.6828,39.9176,0.155835,0.154918,0.155835,255.0000,120.2048,255.0000,120.2048,375.2048
3236,1,0.186816,4411,2047,501,1300,0.186816,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.280224,0.280345,,,1,3236,50.3395,,50.3395,0.280345,,0.280345,0.0387227,,0.0387227,9.40423,,9.40423,0.235207,,0.235207,39.9828,,0.280345,,0.280345,50.3395,,50.3395,,50.3395
3237,0,0.099595,4412,2047,2049,1300,0.099595,40,1,4,3238,4413,2049,2047,1300,0.099595,40,1,4,0.149392,0.149957,0.149392,0.150648,0,3237,168.2048,262.2000,430.4048,0.149957,0.150648,0.150648,0.129388,0.201692,0.201692,16.7524,26.1138,42.8662,0.420392,0.658332,1.07872,39.8494,39.6666,0.149957,0.150648,0.150648,168.2048,262.2000,168.2048,262.2000,430.4048
3239,1,0.074023,4414,1187,1561,1300,0.074023,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.111035,0.111552,,,1,3239,189.0000,,189.0000,0.111552,,0.111552,0.145385,,0.145385,13.9903,,13.9903,0.351389,,0.351389,39.8144,,0.111552,,0.111552,189.0000,,189.0000,,189.0000
3240,0,0.100913,4421,1856,2050,1300,0.100913,40,1,5,3241,4422,2050,1856,1300,0.100913,40,1,5,0.15137,0.151369,0.15137,0.151369,0,3240,0.0000,0.0000,0.0000,0.151369,0.151369,0.151369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.151369,0.151369,0.151369,0.0000,0.0000,0.0000,0.0000,0.0000
3242,0,0.0568714,4437,1859,2051,1300,0.056871,40,1,5,3243,4438,2051,1859,1300,0.056871,40,1,5,0.0853065,0.0963824,0.0853065,0.0856557,0,3242,1199.8092,175.8000,1375.6092,0.0963824,0.0856557,0.0963824,0.92293,0.135231,0.92293,68.2343,9.99792,78.2323,1.92734,0.250971,2.17831,35.4034,39.8370,0.0963824,0.0856557,0.0963824,1199.8092,175.8000,1199.8092,175.8000,1375.6092
3244,0,0.199548,4439,2052,2053,1300,0.199548,40,1,5,3245,4440,2053,2052,1300,0.199548,40,1,5,0.299322,0.300649,0.299322,0.299399,0,3244,183.7760,37.7725,221.5485,0.300649,0.299399,0.300649,0.141366,0.0290558,0.141366,36.6721,7.53743,44.2096,0.920868,0.188484,1.10935,39.8235,39.9897,0.300649,0.299399,0.300649,183.7760,37.7725,183.7760,37.7725,221.5485
3246,0,0.101395,4441,2052,2054,1300,0.101395,40,1,5,3247,4442,2054,2052,1300,0.101395,40,1,5,0.152092,0.152359,0.152092,0.154501,0,3246,109.7725,372.7760,482.5485,0.152359,0.154501,0.154501,0.0844404,0.286751,0.286751,11.1304,37.7976,48.9280,0.278747,0.959903,1.23865,39.9300,39.3765,0.152359,0.154501,0.154501,109.7725,372.7760,109.7725,372.7760,482.5485
3248,1,0.124494,4443,744,2055,1300,0.124494,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.186741,0.18702,,,1,3248,100.3787,,100.3787,0.18702,,0.18702,0.0772144,,0.0772144,12.4965,,12.4965,0.31288,,0.31288,39.9404,,0.18702,,0.18702,100.3787,,100.3787,,100.3787
3249,0,0.201047,4444,2056,331,1300,0.201047,40,1,4,3250,4445,331,2056,1300,0.201047,40,1,4,0.301571,0.301845,0.301571,0.313421,0,3249,76.2000,617.6647,693.8647,0.301845,0.313421,0.313421,0.0586154,0.475127,0.475127,15.3198,124.1796,139.4994,0.383343,3.22649,3.60983,39.9637,38.4876,0.301845,0.313421,0.313421,76.2000,617.6647,76.2000,617.6647,693.8647
3251,0,0.198266,4446,2056,2057,1300,0.198266,40,1,4,3252,4447,2057,2056,1300,0.198266,40,1,4,0.297399,0.309086,0.297399,0.297669,0,3251,617.6647,76.2000,693.8647,0.309086,0.297669,0.309086,0.475127,0.0586154,0.475127,122.4619,15.1079,137.5698,3.18185,0.37804,3.55989,38.4876,39.9637,0.309086,0.297669,0.309086,617.6647,76.2000,617.6647,76.2000,693.8647
3253,0,0.201152,4450,1097,2058,1300,0.201152,40,1,5,3254,4451,2058,1097,1300,0.201152,40,1,5,0.301728,0.302059,0.301728,0.301752,0,3253,84.6000,19.8000,104.4000,0.302059,0.301752,0.302059,0.0650769,0.0152308,0.0650769,17.0175,3.98281,21.0003,0.425903,0.0995782,0.525482,39.9562,39.9968,0.302059,0.301752,0.302059,84.6000,19.8000,84.6000,19.8000,104.4000
3255,0,0.102059,4452,1097,2059,1300,0.102059,40,1,5,3256,4453,2059,1097,1300,0.102059,40,1,5,0.153089,0.153089,0.153089,0.15309,0,3255,4.2,6,10.2000,0.153089,0.15309,0.15309,0.00323077,0.00461538,0.00461538,0.428648,0.612354,1.041,0.0107162,0.015309,0.0260252,39.9998,39.9996,0.153089,0.15309,0.15309,4.2,6,4.2,6,10.2000
3257,0,0.0988963,4454,1984,860,1300,0.098896,40,1,5,3258,4455,860,1984,1300,0.098896,40,1,5,0.148344,0.148352,0.148344,0.148344,0,3257,16.2000,1.8,18.0000,0.148352,0.148344,0.148352,0.0124615,0.00138462,0.0124615,1.60212,0.178013,1.78013,0.0400551,0.00445032,0.0445054,39.9978,40.0000,0.148352,0.148344,0.148352,16.2000,1.8,16.2000,1.8,18.0000
3259,0,0.100834,4460,1836,2060,1300,0.100834,40,1,5,3260,4461,2060,1836,1300,0.100834,40,1,5,0.151251,0.151853,0.151251,0.151251,0,3259,173.1269,2.4,175.5269,0.151853,0.151251,0.151853,0.133175,0.00184615,0.133175,17.4571,0.242002,17.6991,0.438165,0.00605005,0.444215,39.8414,39.9999,0.151853,0.151251,0.151853,173.1269,2.4,173.1269,2.4,175.5269
3261,0,0.0879162,4462,702,2061,1300,0.087916,40,1,5,3262,4463,2061,702,1300,0.087916,40,1,5,0.131874,0.131874,0.131874,0.131874,0,3261,0.0000,0.0000,0.0000,0.131874,0.131874,0.131874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.131874,0.131874,0.131874,0.0000,0.0000,0.0000,0.0000,0.0000
3263,0,0.0744338,4464,702,2062,1300,0.074434,40,1,5,3264,4465,2062,702,1300,0.074434,40,1,5,0.111651,0.111651,0.111651,0.111651,0,3263,0.0000,0.0000,0.0000,0.111651,0.111651,0.111651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.111651,0.111651,0.111651,0.0000,0.0000,0.0000,0.0000,0.0000
3265,1,0.353685,4466,2063,2064,6600,0.353685,90,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.23579,0.235977,,,1,3265,358.2000,,358.2000,0.235977,,0.235977,0.0542727,,0.0542727,126.6900,,126.6900,1.40878,,1.40878,89.9288,,0.235977,,0.235977,358.2000,,358.2000,,358.2000
