"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
1837,0,0.0733007,2130,1353,1355,1400,0.073301,40,1,5,1838,2131,1355,1353,1400,0.073301,40,1,5,0.109952,0.11014,0.109952,0.138717,0,1837,31.8787,909.0709,940.9496,0.11014,0.138717,0.138717,0.0227705,0.649336,0.649336,2.33674,66.6358,68.9725,0.0585189,2.10173,2.16025,39.9314,31.7052,0.11014,0.138717,0.138717,31.8787,909.0709,31.8787,909.0709,940.9496
1839,1,0.0791104,2132,1352,953,4000,0.07911,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.07911,0.0899347,,,1,1839,1686.0513,,1686.0513,0.0899347,,0.0899347,0.421513,,0.421513,133.3835,,133.3835,2.52724,,2.52724,52.7783,,0.0899347,,0.0899347,1686.0513,,1686.0513,,1686.0513
1840,0,0.0674634,2133,1356,1357,4000,0.067463,60,2,3,1841,2134,1357,1356,4000,0.067463,60,2,3,0.067463,0.0695895,0.067463,0.0825145,0,1840,633.6000,2335.7262,2969.3262,0.0695895,0.0825145,0.0825145,0.1584,0.583932,0.583932,42.7446,157.5751,200.3197,0.734865,3.21219,3.94705,58.1665,49.0554,0.0695895,0.0825145,0.0825145,633.6000,2335.7262,633.6000,2335.7262,2969.3262
1842,0,0.00734462,2135,1356,1358,4000,0.007345,60,2,3,1843,2136,1358,1356,4000,0.007345,60,2,3,0.007345,0.00898372,0.007345,0.00757652,0,1842,2335.7262,633.6000,2969.3262,0.00898372,0.00757652,0.00898372,0.583932,0.1584,0.583932,17.1559,4.65379,21.8097,0.349725,0.0800081,0.429733,49.0554,58.1665,0.00898372,0.00757652,0.00898372,2335.7262,633.6000,2335.7262,633.6000,2969.3262
1844,0,0.0173062,2137,1359,1033,1400,0.017306,40,1,5,1845,2138,1033,1359,1400,0.017306,40,1,5,0.025959,0.0265277,0.025959,0.0259593,0,1844,174.0000,1.2,175.2000,0.0265277,0.0259593,0.0265277,0.124286,0.000857143,0.124286,3.01124,0.0207672,3.03201,0.0769304,0.000519187,0.0774495,39.1425,39.9995,0.0265277,0.0259593,0.0265277,174.0000,1.2,174.0000,1.2,175.2000
1846,0,0.0976555,2139,1359,1360,1400,0.097655,40,1,5,1847,2140,1360,1359,1400,0.097655,40,1,5,0.146482,0.146484,0.146482,0.149692,0,1846,1.2,174.0000,175.2000,0.146484,0.149692,0.149692,0.000857143,0.124286,0.124286,0.117186,16.9920,17.1092,0.00292969,0.434106,0.437035,39.9995,39.1425,0.146484,0.149692,0.149692,1.2,174.0000,1.2,174.0000,175.2000
1848,1,0.296943,2141,1361,1362,4000,0.296943,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.296943,0.315513,,,1,1848,1000.3890,,1000.3890,0.315513,,0.315513,0.250097,,0.250097,297.0585,,297.0585,5.26059,,5.26059,56.4686,,0.315513,,0.315513,1000.3890,,1000.3890,,1000.3890
1849,1,0.213563,2144,947,1361,4000,0.213563,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.213563,0.233151,,,1,1849,1291.3890,,1291.3890,0.233151,,0.233151,0.322847,,0.322847,275.7929,,275.7929,5.01815,,5.01815,54.9591,,0.233151,,0.233151,1291.3890,,1291.3890,,1291.3890
1850,0,0.0745569,2145,947,1363,1400,0.074557,40,1,4,1851,2146,1363,947,1400,0.074557,40,1,4,0.111836,0.159768,0.111836,0.111977,0,1850,1263.3241,25.9767,1289.3008,0.159768,0.111977,0.159768,0.902374,0.0185548,0.902374,94.1897,1.93675,96.1264,3.36398,0.0484799,3.41246,27.9995,39.9495,0.159768,0.111977,0.159768,1263.3241,25.9767,1263.3241,25.9767,1289.3008
1852,0,0.209177,2147,490,1364,1400,0.209177,40,1,4,1853,2148,1364,490,1400,0.209177,40,1,4,0.313766,0.319773,0.313766,0.3462,0,1852,159.0442,489.4937,648.5379,0.319773,0.3462,0.3462,0.113603,0.349638,0.349638,33.2684,102.3908,135.6592,0.847633,2.82438,3.67201,39.2486,36.2525,0.319773,0.3462,0.3462,159.0442,489.4937,159.0442,489.4937,648.5379
1854,1,0.247128,2149,1365,306,6600,0.247128,90,3,1,,-1,-1,-1,-1,,-1,-1,-1,0.164752,0.164932,,,1,1854,111.1920,,111.1920,0.164932,,0.164932,0.0168473,,0.0168473,27.4787,,27.4787,0.305652,,0.305652,89.9017,,0.164932,,0.164932,111.1920,,111.1920,,111.1920
1855,0,0.129922,2154,1350,1366,1400,0.129922,40,1,5,1856,2155,1366,1350,1400,0.129922,40,1,5,0.194883,0.194883,0.194883,0.194883,0,1855,0.0000,0.0000,0.0000,0.194883,0.194883,0.194883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.194883,0.194883,0.194883,0.0000,0.0000,0.0000,0.0000,0.0000
1857,0,0.271066,2156,1350,1367,1400,0.271066,40,1,5,1858,2157,1367,1350,1400,0.271066,40,1,5,0.406599,0.406599,0.406599,0.406599,0,1857,0.0000,0.0000,0.0000,0.406599,0.406599,0.406599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.406599,0.406599,0.406599,0.0000,0.0000,0.0000,0.0000,0.0000
1859,0,0.0720606,2158,942,1368,1400,0.072061,40,1,5,1860,2159,1368,942,1400,0.072061,40,1,5,0.108092,0.176966,0.108092,0.111852,0,1859,1645.6005,236.8233,1882.4238,0.176966,0.111852,0.176966,1.17543,0.169159,1.17543,118.5836,17.0657,135.6493,4.85358,0.441485,5.29506,24.4322,38.6553,0.176966,0.111852,0.176966,1645.6005,236.8233,1645.6005,236.8233,1882.4238
1861,1,0.229664,2160,942,947,4000,0.229664,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.229664,0.252716,,,1,1861,1371.3940,,1371.3940,0.252716,,0.252716,0.342849,,0.342849,314.9598,,314.9598,5.77623,,5.77623,54.5269,,0.252716,,0.252716,1371.3940,,1371.3940,,1371.3940
1862,0,0.0741487,2161,1369,1370,1400,0.074149,40,1,5,1863,2162,1370,1369,1400,0.074149,40,1,5,0.111224,0.111233,0.111224,0.111512,0,1862,4.2,42.0000,46.2000,0.111233,0.111512,0.111512,0.003,0.03,0.03,0.311426,3.11426,3.42568,0.00778628,0.0780587,0.085845,39.9967,39.8963,0.111233,0.111512,0.111512,4.2,42.0000,4.2,42.0000,46.2000
1864,0,0.125607,2163,1369,1371,1400,0.125607,40,1,5,1865,2164,1371,1369,1400,0.125607,40,1,5,0.18841,0.189246,0.18841,0.188433,0,1864,60.0000,5.4,65.4000,0.189246,0.188433,0.189246,0.0428571,0.00385714,0.0428571,7.53642,0.678278,8.2147,0.189246,0.016959,0.206205,39.8233,39.9952,0.189246,0.188433,0.189246,60.0000,5.4,60.0000,5.4,65.4000
1866,0,0.107626,2169,1372,1373,1400,0.107626,40,1,5,1867,2170,1373,1372,1400,0.107626,40,1,5,0.161439,0.162369,0.161439,0.166229,0,1866,71.4000,213.0000,284.4000,0.162369,0.166229,0.166229,0.051,0.152143,0.152143,7.6845,22.9243,30.6088,0.193219,0.590114,0.783332,39.7710,38.8473,0.162369,0.166229,0.166229,71.4000,213.0000,71.4000,213.0000,284.4000
1868,0,0.124417,2171,1372,1374,1400,0.124417,40,1,5,1869,2172,1374,1372,1400,0.124417,40,1,5,0.186625,0.192163,0.186625,0.1877,0,1868,213.0000,71.4000,284.4000,0.192163,0.1877,0.192163,0.152143,0.051,0.152143,26.5008,8.88337,35.3842,0.682179,0.223363,0.905542,38.8473,39.7710,0.192163,0.1877,0.192163,213.0000,71.4000,213.0000,71.4000,284.4000
1870,0,0.102008,2173,77,1375,4000,0.102008,60,2,3,1871,2174,1375,77,4000,0.102008,60,2,3,0.102008,0.105616,0.102008,0.18482,0,1870,684.1852,5525.6892,6209.8744,0.105616,0.18482,0.18482,0.171046,1.38142,1.38142,69.7924,563.6645,633.4569,1.20435,17.0210,18.2253,57.9503,33.1159,0.105616,0.18482,0.18482,684.1852,5525.6892,684.1852,5525.6892,6209.8744
1872,0,0.0545599,2175,77,78,4000,0.05456,60,2,3,1873,2176,78,77,4000,0.05456,60,2,3,0.05456,0.0988529,0.05456,0.0564309,0,1872,5525.6892,670.2000,6195.8892,0.0988529,0.0564309,0.0988529,1.38142,0.16755,1.38142,301.4816,36.5661,338.0477,9.10384,0.630334,9.73417,33.1159,58.0107,0.0988529,0.0564309,0.0988529,5525.6892,670.2000,5525.6892,670.2000,6195.8892
1874,0,0.016826,2177,917,1145,4000,0.016826,60,2,3,1875,2178,1145,917,4000,0.016826,60,2,3,0.016826,0.0169885,0.016826,0.0168646,0,1874,288.0000,110.4000,398.4000,0.0169885,0.0168646,0.0169885,0.072,0.0276,0.072,4.84589,1.85759,6.70348,0.081545,0.0310308,0.112576,59.4260,59.8628,0.0169885,0.0168646,0.0169885,288.0000,110.4000,288.0000,110.4000,398.4000
1876,0,0.0819156,2181,1365,1376,1400,0.081916,40,1,4,1877,2182,1376,1365,1400,0.081916,40,1,4,0.122874,0.208463,0.122874,0.155225,0,1876,1746.2999,912.9287,2659.2286,0.208463,0.155225,0.208463,1.24736,0.652092,1.24736,143.0499,74.7835,217.8334,6.06731,2.36183,8.42913,23.5772,31.6634,0.208463,0.155225,0.208463,1746.2999,912.9287,1746.2999,912.9287,2659.2286
1878,0,0.00923432,2183,1377,1378,1400,0.009234,40,1,4,1879,2184,1378,1377,1400,0.009234,40,1,4,0.013851,0.0140125,0.013851,0.0169714,0,1878,114.2831,822.8185,937.1015,0.0140125,0.0169714,0.0169714,0.0816308,0.587727,0.587727,1.05529,7.59791,8.6532,0.0266899,0.23274,0.25943,39.5389,32.6454,0.0140125,0.0169714,0.0169714,114.2831,822.8185,114.2831,822.8185,937.1015
1880,0,0.139349,2185,1377,165,1400,0.139349,40,1,4,1881,2186,165,1377,1400,0.139349,40,1,4,0.209024,0.256114,0.209024,0.211461,0,1880,822.8185,114.2831,937.1015,0.256114,0.211461,0.256114,0.587727,0.0816308,0.587727,114.6589,15.9252,130.5842,3.51225,0.402773,3.91502,32.6454,39.5389,0.256114,0.211461,0.256114,822.8185,114.2831,822.8185,114.2831,937.1015
1882,0,0.0873999,2187,1379,1380,1400,0.0874,40,1,5,1883,2188,1380,1379,1400,0.0874,40,1,5,0.1311,0.1311,0.1311,0.1311,0,1882,0.0000,0.0000,0.0000,0.1311,0.1311,0.1311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.1311,0.1311,0.1311,0.0000,0.0000,0.0000,0.0000,0.0000
1884,0,0.0659431,2189,1379,1381,1400,0.065943,40,1,5,1885,2190,1381,1379,1400,0.065943,40,1,5,0.0989145,0.0989145,0.0989145,0.0989145,0,1884,0.0000,0.0000,0.0000,0.0989145,0.0989145,0.0989145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.0989145,0.0989145,0.0989145,0.0000,0.0000,0.0000,0.0000,0.0000
1886,0,0.0463057,2191,1382,109,1400,0.046306,40,1,5,1887,2192,109,1382,1400,0.046306,40,1,5,0.069459,0.0706117,0.069459,0.0713371,0,1886,144.5878,200.2086,344.7964,0.0706117,0.0713371,0.0713371,0.103277,0.143006,0.143006,6.69528,9.27086,15.9661,0.17016,0.238039,0.408198,39.3470,38.9469,0.0706117,0.0713371,0.0713371,144.5878,200.2086,144.5878,200.2086,344.7964
1888,0,0.0396281,2193,1382,1383,1400,0.039628,40,1,5,1889,2194,1383,1382,1400,0.039628,40,1,5,0.059442,0.0610493,0.059442,0.0604284,0,1888,200.2086,144.5878,344.7964,0.0610493,0.0604284,0.0610493,0.143006,0.103277,0.143006,7.93387,5.72972,13.6636,0.20371,0.14562,0.34933,38.9469,39.3470,0.0610493,0.0604284,0.0610493,200.2086,144.5878,200.2086,144.5878,344.7964
1890,0,0.0264053,2195,1384,109,1400,0.026405,40,1,4,1891,2196,109,1384,1400,0.026405,40,1,4,0.0396075,0.0482683,0.0396075,0.0400657,0,1890,806.6185,113.6831,920.3015,0.0482683,0.0400657,0.0482683,0.576156,0.0812022,0.576156,21.2988,3.0018,24.3006,0.648902,0.0759133,0.724815,32.8228,39.5425,0.0482683,0.0400657,0.0482683,806.6185,113.6831,806.6185,113.6831,920.3015
1892,0,0.111557,2197,1384,1385,1400,0.111557,40,1,4,1893,2198,1385,1384,1400,0.111557,40,1,4,0.167336,0.169272,0.167336,0.203926,0,1892,113.6831,806.6185,920.3015,0.169272,0.203926,0.203926,0.0812022,0.576156,0.576156,12.6821,89.9839,102.6661,0.320722,2.74151,3.06223,39.5425,32.8228,0.169272,0.203926,0.203926,113.6831,806.6185,113.6831,806.6185,920.3015
1894,0,0.0278527,2199,1386,1387,4000,0.027853,60,2,3,1895,2200,1387,1386,4000,0.027853,60,2,3,0.027853,0.0296263,0.027853,0.0368989,0,1894,1012.4170,3000.0839,4012.5009,0.0296263,0.0368989,0.0368989,0.253104,0.750021,0.750021,28.1989,83.5613,111.7602,0.499903,1.845,2.3449,56.4086,45.2908,0.0296263,0.0368989,0.0368989,1012.4170,3000.0839,1012.4170,3000.0839,4012.5009
1896,0,0.0318828,2201,1386,1388,4000,0.031883,60,2,3,1897,2202,1388,1386,4000,0.031883,60,2,3,0.031883,0.0422377,0.031883,0.0339129,0,1896,3000.0839,1012.4170,4012.5009,0.0422377,0.0339129,0.0422377,0.750021,0.253104,0.750021,95.6517,32.2789,127.9306,2.11195,0.572234,2.68418,45.2908,56.4086,0.0422377,0.0339129,0.0422377,3000.0839,1012.4170,3000.0839,1012.4170,4012.5009
1898,0,0.0265553,2203,1387,1389,4000,0.026555,60,2,3,1899,2204,1389,1387,4000,0.026555,60,2,3,0.026555,0.0282457,0.026555,0.0351794,0,1898,1012.4170,3000.0839,4012.5009,0.0282457,0.0351794,0.0351794,0.253104,0.750021,0.750021,26.8847,79.6672,106.5520,0.476607,1.75902,2.23562,56.4086,45.2908,0.0282457,0.0351794,0.0351794,1012.4170,3000.0839,1012.4170,3000.0839,4012.5009
1900,0,0.0569361,2207,1390,171,1400,0.056936,40,1,5,1901,2208,171,1390,1400,0.056936,40,1,5,0.085404,0.104864,0.085404,0.115929,0,1900,829.0831,1119.2552,1948.3383,0.104864,0.115929,0.115929,0.592202,0.799468,0.799468,47.2047,63.7259,110.9306,1.44902,2.16256,3.61158,32.5769,29.4678,0.104864,0.115929,0.115929,829.0831,1119.2552,829.0831,1119.2552,1948.3383
1902,0,0.199296,2209,1390,1391,1400,0.199296,40,1,5,1903,2210,1391,1390,1400,0.199296,40,1,5,0.298944,0.405791,0.298944,0.367062,0,1902,1119.2552,829.0831,1948.3383,0.405791,0.367062,0.405791,0.799468,0.592202,0.799468,223.0631,165.2329,388.2960,7.56972,5.07209,12.6418,29.4678,32.5769,0.405791,0.367062,0.405791,1119.2552,829.0831,1119.2552,829.0831,1948.3383
1904,0,0.0151839,2211,1392,1393,1400,0.015184,40,1,5,1905,2212,1393,1392,1400,0.015184,40,1,5,0.022776,0.0227894,0.022776,0.023349,0,1904,15.6000,190.8000,206.4000,0.0227894,0.023349,0.023349,0.0111429,0.136286,0.136286,0.23687,2.89711,3.13398,0.00592524,0.0742497,0.0801749,39.9765,39.0184,0.0227894,0.023349,0.023349,15.6000,190.8000,15.6000,190.8000,206.4000
1906,0,0.0356715,2213,1392,1394,1400,0.035672,40,1,5,1907,2214,1394,1392,1400,0.035672,40,1,5,0.053508,0.0548541,0.053508,0.0535395,0,1906,190.8000,15.6000,206.4000,0.0548541,0.0535395,0.0548541,0.136286,0.0111429,0.136286,6.80622,0.556483,7.3627,0.174436,0.0139203,0.188356,39.0184,39.9765,0.0548541,0.0535395,0.0548541,190.8000,15.6000,190.8000,15.6000,206.4000
1908,0,0.0425723,2215,1395,1396,1400,0.042572,40,1,5,1909,2216,1396,1395,1400,0.042572,40,1,5,0.063858,0.063858,0.063858,0.063858,0,1908,0.0000,0.0000,0.0000,0.063858,0.063858,0.063858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.063858,0.063858,0.063858,0.0000,0.0000,0.0000,0.0000,0.0000
1910,0,0.0329916,2217,261,1397,1400,0.032992,40,1,5,1911,2218,1397,261,1400,0.032992,40,1,5,0.049488,0.0501705,0.049488,0.0631437,0,1910,127.8000,941.9437,1069.7437,0.0501705,0.0631437,0.0631437,0.0912857,0.672817,0.672817,4.21638,31.0766,35.2930,0.106863,0.991298,1.09816,39.4559,31.3494,0.0501705,0.0631437,0.0631437,127.8000,941.9437,127.8000,941.9437,1069.7437
1912,0,0.0972255,2221,1395,1398,1400,0.097225,40,1,5,1913,2222,1398,1395,1400,0.097225,40,1,5,0.145838,0.145838,0.145838,0.145838,0,1912,0.0000,0.0000,0.0000,0.145838,0.145838,0.145838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.145838,0.145838,0.145838,0.0000,0.0000,0.0000,0.0000,0.0000
1914,1,0.0526097,2223,1399,868,1400,0.05261,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.078915,0.078915,,,1,1914,0.0000,,0.0000,0.078915,,0.078915,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,40.0000,,0.078915,,0.078915,0.0000,,0.0000,,0.0000
1915,0,0.0453802,2224,570,568,1400,0.04538,40,1,4,1916,2225,568,570,1400,0.04538,40,1,4,0.06807,0.0699966,0.06807,0.0722625,0,1915,206.4000,346.5985,552.9985,0.0699966,0.0722625,0.0722625,0.147429,0.24757,0.24757,9.36643,15.7286,25.0951,0.240788,0.417435,0.658223,38.8990,37.6793,0.0699966,0.0722625,0.0722625,206.4000,346.5985,206.4000,346.5985,552.9985
1917,0,0.0910883,2226,570,1400,1400,0.091088,40,1,4,1918,2227,1400,570,1400,0.091088,40,1,4,0.136632,0.151047,0.136632,0.140499,0,1917,496.2000,206.4000,702.6000,0.151047,0.140499,0.151047,0.354429,0.147429,0.354429,45.1979,18.8006,63.9984,1.24916,0.483317,1.73248,36.1826,38.8990,0.151047,0.140499,0.151047,496.2000,206.4000,496.2000,206.4000,702.6000
1919,1,0.0706743,2228,1401,567,1400,0.070674,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.106011,0.106011,,,1,1919,0.0000,,0.0000,0.106011,,0.106011,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,40.0000,,0.106011,,0.106011,0.0000,,0.0000,,0.0000
1920,0,0.114808,2229,1401,1402,1400,0.114808,40,1,4,1921,2230,1402,1401,1400,0.114808,40,1,4,0.172212,0.17698,0.172212,0.176626,0,1920,203.4000,193.2000,396.6000,0.17698,0.176626,0.17698,0.145286,0.138,0.145286,23.3519,22.1809,45.5329,0.599963,0.568736,1.1687,38.9223,39.0003,0.17698,0.176626,0.17698,203.4000,193.2000,203.4000,193.2000,396.6000
1922,0,0.0366708,2231,1401,568,1400,0.036671,40,1,4,1923,2232,568,1401,1400,0.036671,40,1,4,0.0550065,0.0564164,0.0550065,0.0565296,0,1922,193.2000,203.4000,396.6000,0.0564164,0.0565296,0.0565296,0.138,0.145286,0.145286,7.08484,7.45888,14.5437,0.181661,0.191635,0.373296,39.0003,38.9223,0.0564164,0.0565296,0.0565296,193.2000,203.4000,193.2000,203.4000,396.6000
1924,0,0.00599353,2233,1403,1404,1400,0.005994,40,1,4,1925,2234,1404,1403,1400,0.005994,40,1,4,0.008991,0.0146001,0.008991,0.0109386,0,1924,1622.5798,801.5591,2424.1389,0.0146001,0.0109386,0.0146001,1.15899,0.572542,1.15899,9.72574,4.80455,14.5303,0.394831,0.146132,0.540963,24.6327,32.8782,0.0146001,0.0109386,0.0146001,1622.5798,801.5591,1622.5798,801.5591,2424.1389
1926,0,0.149273,2235,1403,1405,1400,0.149273,40,1,4,1927,2236,1405,1403,1400,0.149273,40,1,4,0.223909,0.272411,0.223909,0.363598,0,1926,801.5591,1622.5798,2424.1389,0.272411,0.363598,0.363598,0.572542,1.15899,1.15899,119.6511,242.2073,361.8585,3.63922,9.83277,13.4720,32.8782,24.6327,0.272411,0.363598,0.363598,801.5591,1622.5798,801.5591,1622.5798,2424.1389
1928,0,0.0436849,2237,1406,1407,1400,0.043685,40,1,5,1929,2238,1407,1406,1400,0.043685,40,1,5,0.0655275,0.0670465,0.0655275,0.0743873,0,1928,180.6797,585.4370,766.1167,0.0670465,0.0743873,0.0743873,0.129057,0.418169,0.418169,7.89299,25.5748,33.4678,0.201899,0.725818,0.927717,39.0938,35.2359,0.0670465,0.0743873,0.0743873,180.6797,585.4370,180.6797,585.4370,766.1167
1930,0,0.370515,2239,1406,1408,1400,0.370515,40,1,5,1931,2240,1408,1406,1400,0.370515,40,1,5,0.555773,0.630917,0.555773,0.568656,0,1930,585.4370,180.6797,766.1167,0.630917,0.568656,0.630917,0.418169,0.129057,0.418169,216.9132,66.9445,283.8577,6.15603,1.71241,7.86844,35.2359,39.0937,0.630917,0.568656,0.630917,585.4370,180.6797,585.4370,180.6797,766.1167
1932,1,0.0415168,2241,1406,611,1400,0.041517,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.0622755,0.0622755,,,1,1932,0.0000,,0.0000,0.0622755,,0.0622755,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,40.0000,,0.0622755,,0.0622755,0.0000,,0.0000,,0.0000
1933,0,0.0653231,2242,1409,1410,1400,0.065323,40,1,5,1934,2243,1410,1409,1400,0.065323,40,1,5,0.0979845,0.0993357,0.0979845,0.125022,0,1933,127.8000,941.9437,1069.7437,0.0993357,0.125022,0.125022,0.0912857,0.672817,0.672817,8.34828,61.5306,69.8789,0.211585,1.96273,2.17432,39.4559,31.3494,0.0993357,0.125022,0.125022,127.8000,941.9437,127.8000,941.9437,1069.7437
1935,0,0.029,2244,1409,1411,1400,0.029,40,1,5,1936,2245,1411,1409,1400,0.029,40,1,5,0.0435,0.0555034,0.0435,0.0440999,0,1935,941.9437,127.8000,1069.7437,0.0555034,0.0440999,0.0555034,0.672817,0.0912857,0.672817,27.3164,3.7062,31.0226,0.871351,0.0939327,0.965284,31.3494,39.4559,0.0555034,0.0440999,0.0555034,941.9437,127.8000,941.9437,127.8000,1069.7437
1937,0,0.0218015,2248,1411,1412,1400,0.021801,40,1,5,1938,2249,1412,1411,1400,0.021801,40,1,5,0.0327015,0.0417252,0.0327015,0.0331525,0,1937,941.9437,127.8000,1069.7437,0.0417252,0.0331525,0.0417252,0.672817,0.0912857,0.672817,20.5353,2.78617,23.3215,0.655046,0.0706147,0.725661,31.3494,39.4559,0.0417252,0.0331525,0.0417252,941.9437,127.8000,941.9437,127.8000,1069.7437
1939,0,0.0587443,2250,1365,1413,1400,0.058744,40,1,4,1940,2251,1413,1365,1400,0.058744,40,1,4,0.088116,0.109864,0.088116,0.153366,0,1939,874.4255,1818.9887,2693.4142,0.109864,0.153366,0.153366,0.62459,1.29928,1.29928,51.3672,106.8547,158.2219,1.60113,4.6495,6.25063,32.0819,22.9819,0.109864,0.153366,0.153366,874.4255,1818.9887,874.4255,1818.9887,2693.4142
1941,0,0.0162353,2252,1414,847,1400,0.016235,40,1,4,1942,2253,847,1414,1400,0.016235,40,1,4,0.0243525,0.0310013,0.0243525,0.0244052,0,1941,935.2961,37.2000,972.4961,0.0310013,0.0244052,0.0310013,0.668069,0.0265714,0.668069,15.1845,0.603942,15.7885,0.483257,0.0151312,0.498388,31.4212,39.9136,0.0310013,0.0244052,0.0310013,935.2961,37.2000,935.2961,37.2000,972.4961
1943,0,0.129232,2254,1414,1415,1400,0.129232,40,1,4,1944,2255,1415,1414,1400,0.129232,40,1,4,0.193848,0.225957,0.193848,0.244531,0,1943,670.2777,908.6931,1578.9708,0.225957,0.244531,0.244531,0.47877,0.649066,0.649066,86.6213,117.4322,204.0536,2.52423,3.7034,6.22763,34.3160,31.7093,0.225957,0.244531,0.244531,670.2777,908.6931,670.2777,908.6931,1578.9708
1945,1,0.252418,2256,1414,354,6600,0.252418,90,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.168279,0.168665,,,1,1945,182.4000,,182.4000,0.168665,,0.168665,0.0276364,,0.0276364,46.0410,,46.0410,0.512742,,0.512742,89.7937,,0.168665,,0.168665,182.4000,,182.4000,,182.4000
1946,1,0.0798077,2261,847,662,6600,0.079808,90,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.0532053,0.0573435,,,1,1946,1908.9579,,1908.9579,0.0573435,,0.0573435,0.289236,,0.289236,152.3501,,152.3501,1.82444,,1.82444,83.5052,,0.0573435,,0.0573435,1908.9579,,1908.9579,,1908.9579
1947,0,0.071095,2262,1416,1417,1400,0.071095,40,1,5,1948,2263,1417,1416,1400,0.071095,40,1,5,0.106643,0.13161,0.106643,0.106716,0,1947,844.2000,17.4000,861.6000,0.13161,0.106716,0.13161,0.603,0.0124286,0.603,60.0184,1.23705,61.2554,1.85175,0.0309478,1.8827,32.4117,39.9723,0.13161,0.106716,0.13161,844.2000,17.4000,844.2000,17.4000,861.6000
1949,1,0.258049,2264,1418,1419,4000,0.258049,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.258049,0.272747,,,1,1949,939.9662,,939.9662,0.272747,,0.272747,0.234992,,0.234992,242.5573,,242.5573,4.27288,,4.27288,56.7667,,0.272747,,0.272747,939.9662,,939.9662,,939.9662
1950,1,0.133052,2265,1418,1420,4000,0.133052,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.133052,0.148043,,,1,1950,1481.2315,,1481.2315,0.148043,,0.148043,0.370308,,0.370308,197.0808,,197.0808,3.65477,,3.65477,53.9243,,0.148043,,0.148043,1481.2315,,1481.2315,,1481.2315
1951,0,0.0246169,2266,1421,1422,4000,0.024617,60,2,3,1952,2267,1422,1421,4000,0.024617,60,2,3,0.024617,0.0293629,0.024617,0.036955,0,1951,2119.0237,4006.3782,6125.4019,0.0293629,0.036955,0.036955,0.529756,1.00159,1.00159,52.1640,98.6250,150.7890,1.03701,2.46759,3.5046,50.3022,39.9681,0.0293629,0.036955,0.036955,2119.0237,4006.3782,2119.0237,4006.3782,6125.4019
1953,0,0.075813,2268,1421,1423,4000,0.075813,60,2,3,1954,2269,1423,1421,4000,0.075813,60,2,3,0.075813,0.11381,0.075813,0.090429,0,1953,4006.3782,2119.0237,6125.4019,0.11381,0.090429,0.11381,1.00159,0.529756,1.00159,303.7356,160.6496,464.3851,7.59945,3.19369,10.7931,39.9681,50.3022,0.11381,0.090429,0.11381,4006.3782,2119.0237,4006.3782,2119.0237,6125.4019
